timecentral,nextstopid,headwaysecs,lat,lon,scheduledheadwaysecs,HR,HS,PR,I_PW
2022-06-19 00:00:00,3535.0,1691.6142857142856,30.270908571428574,-97.73361285714286,1800.0,0.9397857142857143,0.8961383803437241,1.0602142857142858,0.0
2022-06-19 00:01:00,5604.0,1569.25,30.277933333333333,-97.73041333333333,1700.0,0.9188842592592592,0.7950826084241696,1.0811157407407408,0.0
2022-06-19 00:02:00,5604.0,1624.4142857142856,30.27899,-97.73005428571427,1714.2857142857142,0.9428055555555555,0.795126334038194,1.0571944444444443,0.0
2022-06-19 00:03:00,3535.0,1684.8,30.269523333333336,-97.73300333333333,1800.0,0.9359999999999999,0.7782979490786879,1.064,0.0
2022-06-19 00:04:00,3535.0,1704.1166666666668,30.27077,-97.73222666666668,1800.0,0.9467314814814815,0.782021140404734,1.0532685185185184,0.0
2022-06-19 00:05:00,3535.0,1717.3333333333333,30.27070666666667,-97.73198666666667,1800.0,0.954074074074074,0.7433443103998759,1.045925925925926,1.0
2022-06-19 00:06:00,5937.0,1573.1,30.28912,-97.73179999999999,1800.0,0.8739444444444444,0.756126727910773,1.1260555555555556,0.0
2022-06-19 00:07:00,5937.0,1621.2,30.28848,-97.73205999999999,1800.0,0.9006666666666667,0.7654762509064618,1.0993333333333333,0.0
2022-06-19 00:08:00,1265.0,1367.8,30.31,-97.72266,1800.0,0.7598888888888888,,1.2401111111111112,0.0
2022-06-19 00:09:00,5938.0,1728.3999999999999,30.28483,-97.73506333333334,1800.0,0.9602222222222222,0.8294118471252047,1.039777777777778,0.0
2022-06-19 00:10:00,5938.0,1804.8333333333333,30.273233333333334,-97.73281000000001,1800.0,0.9973148148148148,0.770825896865887,0.9973148148148148,1.0
2022-06-19 00:11:00,1271.0,1785.5500000000002,30.276255,-97.727665,1800.0,0.9919722222222223,0.6622779445632916,1.0080277777777777,1.0
2022-06-19 00:12:00,2613.0,1946.1,30.27085,-97.74546,1800.0,0.9188333333333334,,0.9188333333333334,0.0
2022-06-19 00:13:00,4323.0,1863.3666666666668,30.271330000000003,-97.73489000000001,1800.0,0.9647962962962964,0.7775820491597698,0.9647962962962963,1.0
2022-06-19 00:14:00,5602.0,1845.7666666666667,30.269523333333336,-97.73541,1800.0,0.974574074074074,0.7638034838557455,0.974574074074074,1.0
2022-06-19 00:15:00,4317.0,1809.2,30.27124333333333,-97.73653333333334,1800.0,0.9948888888888889,0.7644774459700512,0.9948888888888889,1.0
2022-06-19 00:16:00,5917.0,2054.35,30.2367,-97.74864,1800.0,0.8586944444444444,0.975133411528273,0.8586944444444444,1.0
2022-06-19 00:17:00,,,,,,,,,0.0
