timecentral,lat,lon,headwaysecs,scheduledheadwaysecs,HR,HS,PR,I_PW
2022-06-22 15:00:00,30.28778458601847,-97.73216884197888,1421.6535541888218,1350.728749601823,0.9245011706899957,0.38699801256920063,0.9245011706899956,8507.0
2022-06-22 16:00:00,30.289819715390927,-97.7326825605439,1437.9152244754425,1369.8791700855702,0.9246800617423141,0.4068128449959051,0.924680061742314,8781.0
2022-06-22 17:00:00,30.287759957397487,-97.73394984337311,1503.1341383955144,1430.2747548789275,0.9189889155964917,0.3423541275509039,0.9189889155964917,6076.0
2022-06-22 18:00:00,30.286890882009523,-97.73273705607616,1470.658564114847,1426.5305529774557,0.9364647760201694,0.36894657726344715,0.9364647760201695,6007.0
2022-06-22 19:00:00,30.28637127998416,-97.73252166779815,1488.7683355962888,1410.5175944783887,0.9191034807890459,0.45489889091070934,0.9191034807890459,7441.0
2022-06-22 20:00:00,30.28712571797843,-97.73118319814601,1618.6893751671273,1598.5731348605045,0.9742342532825807,0.5666844321107722,0.9742342532825808,4131.0
2022-06-22 21:00:00,30.28645843685426,-97.73229981402699,1770.3986345772053,1756.4815850249179,0.9825076847914807,0.6560199217921717,0.9825076847914808,4051.0
2022-06-22 22:00:00,30.289094777911167,-97.73382820185218,1728.7425441605214,1750.402332361516,0.9891939049749542,0.6665443141113994,1.0108060950250457,2690.0
2022-06-22 23:00:00,30.28441009069875,-97.73546874687644,1713.0991670522906,1718.967607589079,0.998021018857693,0.662061496276946,1.001978981142307,1657.0
2022-06-23 00:00:00,30.287217826377297,-97.73267503171952,1681.4214023372285,1658.5642737896494,0.9900561676868855,0.748843666456669,0.9900561676868855,406.0
2022-06-23 01:00:00,30.276700616522813,-97.73674770653514,1796.4679408138102,1744.1430332922318,0.9482418726635744,0.690538995690785,0.9482418726635743,228.0
2022-06-23 02:00:00,30.270304842767295,-97.73813290880504,1963.0459905660377,1780.8962264150944,0.843898104472397,0.7502483545974872,0.8438981044723969,280.0
2022-06-23 03:00:00,30.280162391102873,-97.73328929564411,1883.2204819277108,1749.9536607970342,0.8766801749121027,0.7349483560031611,0.8766801749121026,221.0
2022-06-23 04:00:00,30.30344212903226,-97.70865691397849,1491.8170967741935,1484.4612903225807,0.9885173900562105,0.7053139935273776,0.9885173900562105,103.0
2022-06-23 05:00:00,30.286523177478024,-97.72614430130344,1453.6613898150954,1469.5385722946348,0.9871280435034262,0.6305973514299885,1.0128719564965738,512.0
2022-06-23 06:00:00,30.284442349348534,-97.73373782260086,1390.31784640441,1377.610874467552,0.9894606980615095,0.5382162344957815,0.9894606980615094,2806.0
2022-06-23 07:00:00,30.289525256280925,-97.73490378008358,1429.8398832684825,1408.2639189124272,0.9702832823146872,0.38985681825735263,0.9702832823146872,5113.0
2022-06-23 08:00:00,30.2898194684722,-97.73358716549214,1423.0528994518907,1383.8474966606789,0.957491844960854,0.3512650735270352,0.9574918449608542,5781.0
2022-06-23 09:00:00,30.28675409325546,-97.7318691028282,1325.3297045779511,1289.9998303564937,0.9593140240393294,0.4343760343058144,0.9593140240393294,5651.0
2022-06-23 10:00:00,30.286951779213155,-97.73201225753573,1328.5941059894303,1289.9019866901547,0.9546966112693989,0.4402116840228234,0.9546966112693989,5815.0
2022-06-23 11:00:00,30.28743005482189,-97.73160348106816,1345.778994688368,1304.4725890551142,0.9519852534743545,0.4305719270452947,0.9519852534743545,5969.0
2022-06-23 12:00:00,30.286406016201934,-97.73189606782088,1341.7159030847886,1299.2077848304477,0.9538955286083883,0.41926130919381455,0.9538955286083882,6552.0
2022-06-23 13:00:00,30.286270415460372,-97.73246290921239,1322.225355702373,1295.8768960483012,0.9685879020247643,0.42808071955067906,0.9685879020247643,6530.0
2022-06-23 14:00:00,30.28719791813892,-97.73167201498731,1344.1056083853066,1308.1859659939767,0.9621008299775353,0.40819829240758754,0.9621008299775352,7186.0
2022-06-23 15:00:00,30.287732322962082,-97.73293057966707,1387.467888756771,1343.3712511560311,0.9455737720549686,0.41831252634128224,0.9455737720549686,5513.0
2022-06-23 16:00:00,30.28935917796125,-97.73267161520474,1414.801135821323,1374.1811348668512,0.9344260598550314,0.4457419747734843,0.9344260598550312,7521.0
2022-06-23 17:00:00,30.28916107553654,-97.73289445328939,1519.6537908542573,1445.244038434563,0.9023600111086425,0.3877724143004849,0.9023600111086425,6212.0
2022-06-23 18:00:00,30.28625649447558,-97.73371710072057,1495.6290120096075,1444.6404483586869,0.9216503323985912,0.41060818375371,0.9216503323985912,5869.0
2022-06-23 19:00:00,30.286570140751678,-97.73253244160463,1453.8206395611683,1413.0485548087645,0.9414152343229578,0.5113822586142844,0.9414152343229577,5649.0
2022-06-23 20:00:00,30.28620560370592,-97.73163579796773,1638.4743745196822,1609.6432840918794,0.9678527355111535,0.5944871916205541,0.9678527355111536,3690.0
2022-06-23 21:00:00,30.28591681252431,-97.73294145507586,1769.9919136522753,1753.4909762738234,0.985805573294722,0.6448161356814586,0.985805573294722,4485.0
2022-06-23 22:00:00,30.288843668029223,-97.73425781222821,1750.7502783092712,1748.9893894590364,0.9951475317033189,0.6209490992010678,0.9951475317033188,3462.0
2022-06-23 23:00:00,30.285223289617484,-97.73582563835072,1711.1286636860407,1718.0548435171386,0.9993714404276736,0.6621712463545675,1.0006285595723265,1494.0
2022-06-24 00:00:00,30.282029531486145,-97.73482906801009,1702.4072544080605,1669.2695214105793,0.9829899624165366,0.7278495722466377,0.9829899624165367,312.0
2022-06-24 01:00:00,30.27706859813084,-97.73601184913217,1767.048197596796,1730.1068090787717,0.9828712410197724,0.5977913433745713,0.9828712410197724,292.0
2022-06-24 02:00:00,30.27561212548015,-97.73649646606914,1724.293213828425,1732.5864276568502,0.9993749517305855,0.5764189908226075,1.0006250482694146,256.0
2022-06-24 03:00:00,30.279886279475985,-97.73425374672489,1723.3482096069868,1717.7292576419213,0.9892554931725237,0.5856137739856491,1.0107445068274763,236.0
2022-06-24 04:00:00,30.285571839323467,-97.7163751268499,1553.0957716701903,1580.622621564482,0.9686538869935396,0.5435396507955901,1.0313461130064603,108.0
2022-06-24 05:00:00,30.283592501455605,-97.72656415574964,1452.2581077147015,1482.2349344978165,0.9839395438296332,0.6596138129503416,1.0160604561703668,687.0
2022-06-24 06:00:00,30.28372426583181,-97.7340050485106,1397.183779176095,1375.4583862868478,0.9750746853315289,0.5475826738948366,0.9750746853315287,3088.0
2022-06-24 07:00:00,30.28853458152433,-97.73472758952995,1476.8952167038924,1419.741887720531,0.9325890651602449,0.39541573934500973,0.9325890651602449,5661.0
2022-06-24 08:00:00,30.289248626774608,-97.73283350580782,1456.143207790684,1376.3423442449841,0.9175891619740637,0.3283044499358292,0.9175891619740637,7982.0
2022-06-24 09:00:00,30.286347052378733,-97.73158353954754,1327.412431677247,1289.268045785436,0.9523066537315976,0.4280668305833978,0.9523066537315974,6421.0
2022-06-24 10:00:00,30.285943748899758,-97.73212538533008,1346.017075794621,1297.7842053789732,0.9448035050877743,0.417946314121462,0.9448035050877743,5892.0
2022-06-24 11:00:00,30.286150402805077,-97.73176404479386,1384.053898231055,1314.1772584989444,0.9304452712209714,0.3691856303935419,0.9304452712209715,6788.0
2022-06-24 12:00:00,30.28582989417466,-97.73230262239146,1388.7132331124517,1318.0652754425873,0.9307993097285936,0.3834706976809048,0.9307993097285935,7258.0
2022-06-24 13:00:00,30.285417344138708,-97.73202198442016,1368.99989948486,1306.1492901118231,0.9338629011856083,0.38843838880982773,0.9338629011856084,6955.0
2022-06-24 14:00:00,30.288237973760932,-97.73179608211856,1370.0373639455781,1320.455660835763,0.9387612083536077,0.4065068621418704,0.9387612083536077,7695.0
2022-06-24 15:00:00,30.28677411522434,-97.73255190861518,1412.696155150693,1356.7791937203217,0.9395321755114945,0.3904534392787806,0.9395321755114945,8280.0
2022-06-24 16:00:00,30.287321306302022,-97.73292941807372,1455.3936623067777,1372.5802615933412,0.9022504243345002,0.3543588212701694,0.9022504243345004,9366.0
2022-06-24 17:00:00,30.290098557604328,-97.73362948703729,1514.3557548870094,1428.7653680854014,0.8873611445018419,0.3271739168951979,0.887361144501842,7926.0
2022-06-24 18:00:00,30.287941817702844,-97.7334702664855,1530.0235705174423,1443.8987576950808,0.9079131937713687,0.33918797367074216,0.9079131937713689,7981.0
2022-06-24 19:00:00,30.286750830563847,-97.7330528595167,1530.1134146341462,1444.7607728271278,0.9159703662875267,0.41915762563641856,0.9159703662875267,8800.0
2022-06-24 20:00:00,30.287238340060348,-97.73193424076179,1699.3422900583878,1636.2710137544575,0.9445996716299807,0.5065704888623412,0.9445996716299806,5859.0
2022-06-24 21:00:00,30.287443719954357,-97.73224764346449,1834.392951006736,1796.9461110906614,0.9692672723132472,0.6056934839564193,0.9692672723132472,4849.0
2022-06-24 22:00:00,30.29028438718078,-97.73405935861895,1819.9884534610217,1800.6283182123657,0.9897485334317546,0.5946186303345579,0.9897485334317547,3385.0
2022-06-24 23:00:00,30.286896858956915,-97.7370501750567,1844.9435555555556,1795.3390476190475,0.9721509843011809,0.5589031434761973,0.972150984301181,2330.0
2022-06-25 00:00:00,30.28937812638933,-97.73428362972372,1812.726421086059,1789.1965703397905,0.9826151097697229,0.6091458940549914,0.9826151097697229,559.0
2022-06-25 01:00:00,30.287860720053835,-97.7393296769852,1742.4546433378198,1764.872139973082,0.994051475143669,0.7197381743184559,1.0059485248563311,255.0
2022-06-25 02:00:00,30.27565322346737,-97.73597359920898,1922.5520764667106,1759.4594594594594,0.8886042157139717,0.538626721498453,0.8886042157139717,360.0
