timecentral,nextstopid,headwaysecs,lat,lon,scheduledheadwaysecs,HR,HS,PR,I_PW
2022-06-19 00:00:00,5965.0,1722.9666666666665,30.287636666666668,-97.709945,1800.0,0.9572037037037037,0.9419309301570278,1.0427962962962962,0.0
2022-06-19 00:01:00,5965.0,1712.375,30.2900375,-97.70572,1800.0,0.9513194444444444,0.9646359213953544,1.0486805555555556,0.0
2022-06-19 00:02:00,2607.0,1641.275,30.2940225,-97.703555,1800.0,0.9118194444444444,0.957788198776273,1.0881805555555555,0.0
2022-06-19 00:03:00,1604.0,1657.0500000000002,30.295454999999997,-97.700085,1800.0,0.9205833333333333,0.9380495892260452,1.0794166666666667,0.0
2022-06-19 00:04:00,5940.0,1645.6,30.29549,-97.698025,1800.0,0.9142222222222223,0.9481843644996558,1.0857777777777777,0.0
2022-06-19 00:05:00,1617.0,1646.25,30.29493,-97.697985,1800.0,0.9145833333333333,0.9275215549283788,1.0854166666666667,0.0
2022-06-19 00:06:00,1617.0,1649.75,30.298955,-97.69972,1800.0,0.9165277777777778,0.9246145603835008,1.0834722222222222,0.0
2022-06-19 00:07:00,3512.0,1573.2,30.303145,-97.701325,1800.0,0.874,0.9660588745030457,1.126,0.0
2022-06-19 00:08:00,1619.0,1507.3,30.31693,-97.66264,1800.0,0.8373888888888888,,1.162611111111111,0.0
2022-06-19 00:09:00,3512.0,1615.6666666666667,30.298666666666666,-97.71341333333334,1800.0,0.8975925925925926,0.9756753989962473,1.1024074074074075,0.0
2022-06-19 00:10:00,2004.0,1616.6,30.2892,-97.73398,1800.0,0.8981111111111111,,1.101888888888889,0.0
2022-06-19 00:11:00,,,,,,,,,0.0
2022-06-19 00:12:00,4186.0,1503.2,30.28724,-97.72713,1800.0,0.8351111111111111,,1.1648888888888889,0.0
2022-06-19 00:13:00,4186.0,1446.5,30.28439,-97.72182,1800.0,0.8036111111111112,,1.196388888888889,0.0
2022-06-19 00:14:00,1580.0,1451.6,30.28507,-97.71423,1800.0,0.8064444444444444,,1.1935555555555557,0.0
2022-06-19 00:15:00,5616.0,1747.2,30.28584,-97.70915,1800.0,0.9706666666666667,,1.0293333333333332,0.0
2022-06-19 00:16:00,5616.0,1747.2,30.28622,-97.70667,1800.0,0.9706666666666667,,1.0293333333333332,0.0
2022-06-19 00:17:00,,,,,,,,,0.0
2022-06-19 00:18:00,,,,,,,,,0.0
2022-06-19 00:19:00,5616.0,1746.7,30.28635,-97.70573,1800.0,0.970388888888889,,1.029611111111111,0.0
2022-06-19 00:20:00,5616.0,1746.7,30.28635,-97.70574,1800.0,0.970388888888889,1.0,1.029611111111111,0.0
2022-06-19 00:21:00,5616.0,1746.7,30.286344999999997,-97.70574,1800.0,0.970388888888889,1.0,1.029611111111111,0.0
2022-06-19 00:22:00,5616.0,1746.7,30.28635,-97.70574,1800.0,0.970388888888889,,1.029611111111111,0.0
2022-06-19 00:23:00,,,,,,,,,0.0
2022-06-19 00:24:00,4524.0,1686.65,30.289685,-97.694575,1800.0,0.9370277777777778,0.9983893678872973,1.0629722222222222,0.0
2022-06-19 00:25:00,1591.0,1688.8999999999999,30.29429,-97.68867333333333,1800.0,0.9382777777777777,0.999903774955135,1.0617222222222222,0.0
2022-06-19 00:26:00,1594.0,1691.65,30.302210000000002,-97.683795,1800.0,0.9398055555555556,0.9983108004671656,1.0601944444444444,0.0
2022-06-19 00:27:00,1595.0,1750.7,30.305785,-97.68046000000001,1800.0,0.9726111111111111,1.0,1.027388888888889,0.0
2022-06-19 00:28:00,4805.0,1697.1,30.307955,-97.676885,1800.0,0.9428333333333334,0.9924575276673434,1.0571666666666666,0.0
2022-06-19 00:29:00,1600.0,1707.2666666666667,30.30853,-97.67057,1800.0,0.9484814814814815,0.9992856554991857,1.0515185185185185,0.0
2022-06-19 00:30:00,1601.0,1725.9333333333334,30.31161333333333,-97.66594666666667,1800.0,0.9588518518518518,0.9920539369688207,1.0411481481481482,0.0
2022-06-19 00:31:00,1603.0,1792.1333333333332,30.314629999999998,-97.66394666666667,1800.0,0.9956296296296298,0.9970443957119027,1.0043703703703704,0.0
2022-06-19 00:32:00,1603.0,1832.4666666666665,30.31565,-97.66329333333334,1800.0,0.9819629629629629,0.9962171874508651,0.9819629629629629,0.0
2022-06-19 00:33:00,1604.0,1804.9666666666665,30.317226666666667,-97.65936333333333,1800.0,0.9972407407407406,0.9952956766229123,0.9972407407407408,0.0
2022-06-19 00:34:00,3655.0,1799.3333333333333,30.313913333333332,-97.65461,1800.0,0.9996296296296295,0.99749979424715,1.0003703703703704,0.0
2022-06-19 00:35:00,1617.0,1801.75,30.309905,-97.65565,1800.0,0.9990277777777778,0.997603693685979,0.9990277777777777,0.0
2022-06-19 00:36:00,1617.0,1802.3333333333333,30.313096666666667,-97.65772666666668,1800.0,0.9987037037037039,0.9992416446211317,0.9987037037037036,0.0
2022-06-19 00:37:00,1618.0,1795.8999999999999,30.317383333333336,-97.65931,1800.0,0.9977222222222223,0.9951228043880692,1.0022777777777778,0.0
2022-06-19 00:38:00,1619.0,1713.9333333333334,30.318353333333334,-97.66149,1800.0,0.9521851851851851,0.9891103552794447,1.0478148148148148,0.0
2022-06-19 00:39:00,1619.0,1752.6000000000001,30.316953333333334,-97.66262,1800.0,0.9736666666666666,0.9895484657632846,1.0263333333333333,0.0
2022-06-19 00:40:00,1619.0,1800.25,30.31487,-97.66398000000001,1800.0,0.9998611111111111,0.999489311769143,0.9998611111111111,0.0
2022-06-19 00:41:00,,,,,,,,,0.0
2022-06-19 00:42:00,,,,,,,,,0.0
